Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Owner_Type,Kilometers_Driven,Engine_CC,Mileage_Kmpl,Seats,Location,Insurance_Valid,Price_INR
11012,Toyota,Fortuner,2021,Diesel,Manual,Second,26175,796,23.6,7,Lucknow,No,1035855
11013,Renault,Kwid,2014,Diesel,Manual,Second,232851,1498,13.2,4,Lucknow,No,559200
11014,Hyundai,Creta,2012,Petrol,Manual,First,126777,1997,25.0,4,Chandigarh,Yes,746232
11015,Honda,Jazz,2011,Electric,Automatic,First,227158,2184,19.2,5,Ahmedabad,Yes,577066
11016,Kia,Seltos,2017,CNG,Manual,First,223155,998,20.8,4,Bengaluru,No,648730
11017,Toyota,Fortuner,2022,Diesel,Automatic,First,54458,1997,23.0,4,Ahmedabad,Yes,1269120
11018,Tata,Nexon,2019,Petrol,Automatic,First,79200,1498,16.7,4,Hyderabad,No,961609
11019,Kia,Sonet,2024,Petrol,Automatic,First,82712,1997,24.4,5,Ahmedabad,No,1324586
11020,Toyota,Fortuner,2013,Petrol,Automatic,First,46048,1497,22.2,7,Chandigarh,No,703278
11021,Toyota,Innova,2011,Diesel,Automatic,First,212349,1997,24.1,7,Chandigarh,No,441524
11022,Renault,Kiger,2023,Petrol,Automatic,First,107708,1248,25.7,4,Pune,Yes,1035856
11023,Toyota,Urban Cruiser,2023,Petrol,Automatic,First,181134,998,16.8,5,Lucknow,Yes,906701
11024,Tata,Tiago,2013,Petrol,Manual,First,67041,1497,15.2,5,Chandigarh,Yes,722390
11025,Toyota,Innova,2018,Petrol,Manual,First,237136,998,20.3,7,Mumbai,Yes,584251
11026,Maruti,Swift,2020,Diesel,Automatic,Second,141365,1497,26.5,5,Hyderabad,No,888794
11027,Kia,Carens,2010,Petrol,Automatic,First,173837,1997,24.8,7,Mumbai,No,610671
11028,Honda,WR-V,2017,Diesel,Manual,First,203252,1498,20.3,7,Lucknow,No,755143
11029,Kia,Seltos,2025,Diesel,Manual,First,241678,1497,24.3,5,Hyderabad,No,1123670
11030,Honda,WR-V,2017,Petrol,Manual,Second,234160,1197,20.1,4,Mumbai,Yes,572711
11031,Toyota,Glanza,2018,Petrol,Manual,First,143887,998,13.4,7,Bengaluru,Yes,832809
11032,Honda,City,2023,Petrol,Manual,Second,235219,1498,21.2,4,Ahmedabad,Yes,955314
11033,Mahindra,Bolero,2016,Diesel,Automatic,First,99459,1197,14.5,4,Ludhiana,Yes,792922
11034,Honda,Amaze,2015,Petrol,Automatic,First,233193,796,16.6,4,Pune,Yes,592744
11035,Renault,Kwid,2025,Petrol,Automatic,First,123969,1498,24.7,4,Ludhiana,No,1265310
11036,Renault,Triber,2025,Diesel,Automatic,Second,152813,796,21.8,7,Chandigarh,No,1161723
11037,Tata,Nexon,2024,Petrol,Automatic,Third,105990,1497,19.3,5,Lucknow,Yes,1230280
11038,Mahindra,XUV700,2020,Petrol,Automatic,Second,124700,1248,15.0,5,Ahmedabad,No,944259
11039,Hyundai,Creta,2011,CNG,Manual,First,162750,1497,16.9,5,Lucknow,No,424103
11040,Maruti,Baleno,2011,Petrol,Automatic,First,207093,998,18.9,4,Pune,No,470140
11041,Renault,Kwid,2023,Petrol,Manual,First,140933,1248,26.8,7,Chandigarh,Yes,1052927
11042,Maruti,WagonR,2012,Petrol,Manual,Second,226316,1497,27.4,4,Pune,Yes,466867
11043,Kia,Carens,2013,Petrol,Manual,Third,106151,796,20.1,7,Bengaluru,No,521895
11044,Renault,Kwid,2010,Petrol,Automatic,First,203873,2184,16.0,7,Bengaluru,Yes,493519
11045,Mahindra,XUV300,2021,Petrol,Manual,Second,84197,796,26.3,5,Lucknow,No,883266
11046,Honda,WR-V,2016,Petrol,Manual,Second,126018,1997,12.4,7,Jaipur,No,875245
11047,Hyundai,i20,2013,Petrol,Manual,First,94587,796,14.4,7,Bengaluru,Yes,591813
11048,Kia,Seltos,2016,Petrol,Automatic,First,46599,1498,17.3,4,Lucknow,No,832087
11049,Tata,Punch,2016,Diesel,Automatic,Second,34337,1997,16.1,7,Ahmedabad,No,868127
11050,Mahindra,Bolero,2014,Electric,Manual,Second,31652,1248,21.9,4,Lucknow,No,804533
11051,Kia,Sonet,2015,Petrol,Manual,First,51662,998,27.3,4,Ludhiana,Yes,858084
11052,Toyota,Innova,2019,Electric,Manual,Second,200011,1498,24.7,7,Lucknow,No,804965
11053,Mahindra,Bolero,2010,Petrol,Manual,Second,221736,2184,16.0,7,Chandigarh,Yes,381629
11054,Maruti,Baleno,2021,Electric,Automatic,Second,236571,998,19.8,7,Ludhiana,Yes,786743
11055,Kia,Seltos,2015,Petrol,Manual,First,236592,1497,21.4,4,Bengaluru,Yes,571357
11056,Mahindra,Bolero,2025,Diesel,Automatic,First,105088,1498,19.5,4,Pune,Yes,1276483
11057,Honda,Amaze,2022,Petrol,Manual,First,29214,1197,14.0,4,Chandigarh,Yes,1192996
11058,Toyota,Urban Cruiser,2010,Petrol,Manual,First,128804,1197,12.4,4,Jaipur,Yes,391528
11059,Tata,Altroz,2010,Diesel,Manual,First,239508,796,20.1,5,Chandigarh,No,296523
11060,Mahindra,XUV300,2010,Diesel,Automatic,First,50935,2184,15.6,7,Bengaluru,Yes,611714
11061,Hyundai,Creta,2010,Petrol,Automatic,First,19005,2184,16.7,4,Lucknow,Yes,670763
11062,Maruti,Brezza,2010,Diesel,Manual,First,197994,1497,19.3,7,Pune,Yes,386531
11063,Hyundai,Venue,2024,CNG,Manual,First,238311,1997,21.4,4,Ahmedabad,No,1139170
11064,Kia,Seltos,2017,Petrol,Automatic,First,22272,1197,16.3,4,Ludhiana,Yes,973891
11065,Mahindra,Scorpio,2025,CNG,Automatic,Second,127596,796,26.0,7,Jaipur,Yes,1051126
11066,Renault,Triber,2020,Petrol,Automatic,First,17416,2184,20.3,4,Hyderabad,No,1117093
11067,Kia,Seltos,2025,Petrol,Manual,First,173674,1997,12.1,7,Hyderabad,Yes,1232007
11068,Mahindra,Thar,2018,Diesel,Manual,First,29402,1997,24.8,4,Pune,Yes,1004703
11069,Honda,Amaze,2013,Petrol,Manual,First,58717,2184,24.7,5,Delhi,No,741000
11070,Kia,Sonet,2011,Petrol,Manual,First,30861,796,14.3,4,Hyderabad,No,502274
11071,Mahindra,Thar,2024,Petrol,Automatic,Second,74175,2184,24.7,5,Delhi,No,1266247
11072,Tata,Harrier,2015,Diesel,Automatic,Second,174722,796,20.9,4,Ahmedabad,No,673300
11073,Toyota,Glanza,2022,Petrol,Manual,First,160496,1248,17.6,7,Chandigarh,Yes,1055300
11074,Toyota,Fortuner,2013,Petrol,Manual,Second,79044,2184,21.1,7,Ahmedabad,Yes,846444
11075,Mahindra,XUV700,2024,Petrol,Automatic,Second,72552,1197,25.7,7,Mumbai,No,1110243
11076,Kia,Carens,2016,CNG,Manual,First,246766,1248,17.3,4,Hyderabad,No,664163
11077,Mahindra,XUV700,2025,Diesel,Manual,First,176637,2184,19.0,7,Delhi,Yes,1297952
11078,Kia,Sonet,2011,Diesel,Automatic,First,77563,1197,20.2,5,Ludhiana,Yes,542567
11079,Mahindra,XUV300,2024,Petrol,Manual,First,67779,1497,20.9,7,Lucknow,No,1296867
11080,Honda,WR-V,2011,Diesel,Automatic,First,130316,1248,19.1,7,Ahmedabad,No,471265
11081,Toyota,Innova,2014,Petrol,Manual,First,173215,1248,13.2,5,Ludhiana,Yes,663324
11082,Honda,City,2024,Diesel,Automatic,Second,178290,998,16.5,4,Chandigarh,No,1070295
11083,Mahindra,Scorpio,2021,Petrol,Automatic,First,101604,998,24.1,5,Chandigarh,No,1033705
11084,Honda,Jazz,2024,Petrol,Manual,First,19569,998,27.5,4,Chandigarh,No,1156027
11085,Renault,Kiger,2020,Petrol,Manual,Third,100956,2184,22.6,5,Bengaluru,Yes,1028296
11086,Toyota,Urban Cruiser,2023,Petrol,Manual,First,114027,998,13.1,5,Delhi,Yes,1069152
11087,Mahindra,XUV300,2018,Petrol,Automatic,First,233518,1197,25.2,4,Lucknow,Yes,717925
11088,Toyota,Fortuner,2017,Diesel,Automatic,First,81098,1997,27.0,4,Hyderabad,Yes,859911
11089,Mahindra,XUV300,2024,Diesel,Automatic,Third,168884,796,27.3,4,Jaipur,Yes,939925
11090,Mahindra,Scorpio,2013,CNG,Automatic,First,7139,1997,12.9,5,Lucknow,No,926478
11091,Hyundai,Creta,2016,Diesel,Manual,Second,89842,998,14.0,7,Chandigarh,No,796491
11092,Honda,City,2016,CNG,Automatic,Second,235796,796,24.4,4,Pune,No,646300
11093,Toyota,Innova,2020,Petrol,Automatic,First,161638,1498,21.0,5,Lucknow,No,951413
11094,Hyundai,i20,2024,Petrol,Manual,First,130729,998,18.5,7,Jaipur,No,1081730
11095,Kia,Carens,2017,Diesel,Manual,First,7044,1997,20.3,7,Bengaluru,Yes,967471
11096,Toyota,Fortuner,2021,Petrol,Manual,First,143552,1498,16.8,5,Delhi,Yes,957025
11097,Tata,Altroz,2020,Petrol,Manual,Second,179675,1248,22.3,4,Chandigarh,No,861017
11098,Toyota,Fortuner,2025,Diesel,Automatic,First,201038,1997,20.6,5,Ludhiana,No,1092667
11099,Maruti,Dzire,2019,Diesel,Manual,First,44481,998,24.9,5,Hyderabad,Yes,898241
11100,Hyundai,Verna,2019,Diesel,Automatic,First,196809,1497,20.3,5,Delhi,Yes,820553
11101,Honda,City,2014,Diesel,Manual,Second,23231,1997,20.5,7,Bengaluru,Yes,930523
11102,Honda,Amaze,2015,Petrol,Automatic,First,45297,1248,12.9,4,Ahmedabad,Yes,880187
11103,Renault,Kiger,2017,Petrol,Automatic,Second,182993,1997,23.1,7,Mumbai,Yes,730185
11104,Renault,Kiger,2024,Petrol,Manual,First,80150,1197,18.8,4,Chandigarh,No,1147941
11105,Honda,WR-V,2012,Diesel,Manual,Second,70484,2184,18.8,5,Chandigarh,No,747429
11106,Mahindra,Thar,2021,Petrol,Automatic,First,116427,1997,14.1,4,Pune,Yes,1065117
11107,Maruti,Dzire,2019,CNG,Automatic,Second,55503,1248,15.2,7,Ahmedabad,Yes,1038953
11108,Toyota,Fortuner,2021,Diesel,Manual,Second,183776,1997,17.8,4,Ahmedabad,No,1017950
11109,Hyundai,Venue,2014,Petrol,Manual,First,134255,1498,14.7,7,Jaipur,Yes,713354
11110,Toyota,Urban Cruiser,2017,Diesel,Manual,First,18909,2184,14.5,5,Jaipur,No,982113
11111,Tata,Harrier,2014,Petrol,Automatic,First,192865,1197,15.0,7,Hyderabad,No,506523
11112,Renault,Kiger,2020,Diesel,Manual,First,43219,1498,14.1,5,Delhi,No,1115273
11113,Tata,Harrier,2015,Petrol,Automatic,Third,127793,998,12.6,7,Delhi,Yes,596614
11114,Mahindra,Scorpio,2012,Petrol,Manual,First,204172,1197,26.8,7,Pune,Yes,498527
11115,Toyota,Glanza,2023,CNG,Manual,First,133439,1997,27.3,4,Ahmedabad,Yes,1162368
11116,Maruti,Dzire,2020,Petrol,Automatic,First,121743,998,15.5,5,Mumbai,Yes,961752
11117,Hyundai,i20,2010,Diesel,Automatic,Second,74768,796,14.5,4,Chandigarh,No,410132
11118,Mahindra,Scorpio,2011,Petrol,Automatic,Second,59734,796,13.4,7,Lucknow,No,470047
11119,Hyundai,Creta,2021,Petrol,Automatic,First,97622,1497,20.0,4,Ahmedabad,Yes,1098924
11120,Toyota,Glanza,2023,Petrol,Manual,First,106159,1498,23.0,5,Delhi,No,1038437
11121,Tata,Harrier,2013,Petrol,Manual,First,222412,796,17.1,5,Ahmedabad,No,345997
11122,Hyundai,Venue,2015,Petrol,Manual,First,38982,2184,23.3,5,Ahmedabad,No,892820
11123,Hyundai,Grand i10,2012,Petrol,Manual,Second,36133,1997,26.8,4,Hyderabad,Yes,802045
11124,Toyota,Fortuner,2013,Petrol,Manual,First,13718,1248,14.4,4,Chandigarh,Yes,662391
11125,Mahindra,XUV700,2014,Diesel,Automatic,Second,184885,2184,25.7,7,Lucknow,Yes,695245
11126,Hyundai,Grand i10,2012,Electric,Automatic,First,111664,1497,17.2,7,Jaipur,Yes,551184
11127,Honda,Amaze,2018,CNG,Manual,Second,177762,1497,15.6,5,Mumbai,No,833088
11128,Mahindra,XUV700,2014,Petrol,Manual,First,106247,1997,17.4,4,Pune,Yes,677008
11129,Honda,City,2017,CNG,Manual,First,237439,1197,20.1,4,Jaipur,Yes,696675
11130,Honda,Jazz,2013,Petrol,Automatic,Second,109181,1497,24.2,7,Ludhiana,Yes,709923
11131,Toyota,Glanza,2014,Diesel,Automatic,Second,212232,1248,26.0,4,Hyderabad,No,536736
11132,Maruti,Swift,2023,Petrol,Automatic,First,227076,2184,12.2,5,Bengaluru,Yes,1015453
11133,Maruti,Baleno,2013,Petrol,Manual,First,145417,998,24.0,4,Mumbai,Yes,592794
11134,Renault,Kwid,2019,Electric,Automatic,First,185943,1997,16.7,5,Hyderabad,Yes,869953
11135,Maruti,Swift,2011,Electric,Manual,First,19885,1997,17.4,4,Jaipur,Yes,704757
11136,Honda,Amaze,2014,Petrol,Manual,Second,243235,1497,21.7,5,Delhi,No,575363
11137,Kia,Seltos,2015,Diesel,Automatic,Second,196231,1997,26.9,4,Ludhiana,No,678167
11138,Toyota,Fortuner,2010,Petrol,Automatic,First,168438,998,12.4,7,Bengaluru,No,460606
11139,Tata,Nexon,2011,Petrol,Automatic,First,177365,2184,17.8,5,Jaipur,Yes,527273
11140,Mahindra,Thar,2025,Petrol,Manual,First,145698,1197,13.0,7,Ahmedabad,No,1160771
11141,Tata,Nexon,2014,CNG,Manual,Second,69912,796,19.6,5,Ludhiana,Yes,764757
11142,Hyundai,Grand i10,2012,Petrol,Automatic,Second,61191,796,25.2,7,Hyderabad,Yes,652528
11143,Hyundai,Venue,2021,Petrol,Automatic,First,23090,1497,14.6,7,Ahmedabad,No,1165379
11144,Kia,Sonet,2017,Petrol,Manual,First,23171,1197,13.8,4,Ludhiana,Yes,818670
11145,Tata,Altroz,2020,Petrol,Automatic,First,15527,2184,27.6,4,Bengaluru,No,1097162
11146,Tata,Nexon,2015,Diesel,Automatic,First,120776,1497,25.3,4,Hyderabad,Yes,716389
11147,Honda,City,2014,CNG,Manual,First,221906,796,22.7,7,Pune,Yes,409360
11148,Toyota,Glanza,2021,Petrol,Automatic,First,217549,1997,23.3,5,Jaipur,No,932038
11149,Kia,Seltos,2025,Petrol,Automatic,Second,209918,998,24.4,4,Chandigarh,No,929191
11150,Renault,Kiger,2018,Diesel,Automatic,First,104027,1498,27.3,4,Pune,No,970116
11151,Toyota,Innova,2017,Electric,Manual,Third,71616,1498,18.8,7,Pune,No,831528
11152,Hyundai,Verna,2010,Diesel,Automatic,First,59831,796,19.7,5,Pune,Yes,517997
11153,Renault,Kiger,2019,Petrol,Manual,Third,102756,1498,22.2,7,Pune,No,912300
11154,Maruti,Swift,2010,Petrol,Manual,First,54661,1997,17.3,5,Delhi,No,740197
11155,Mahindra,Scorpio,2024,Electric,Automatic,First,155842,1248,13.1,4,Ludhiana,Yes,1155787
11156,Hyundai,Verna,2020,Diesel,Automatic,First,141337,1497,23.1,7,Ludhiana,Yes,1022747
11157,Renault,Kwid,2014,Electric,Automatic,Second,210085,2184,24.4,7,Mumbai,No,666917
11158,Tata,Altroz,2024,Petrol,Manual,First,39198,2184,23.3,7,Ludhiana,No,1362441
11159,Renault,Kiger,2013,CNG,Manual,First,26753,1248,28.0,4,Mumbai,Yes,684599
11160,Mahindra,Bolero,2020,Petrol,Automatic,First,181091,1248,24.1,4,Delhi,No,796404
11161,Maruti,Baleno,2013,Petrol,Manual,First,139502,1497,14.6,7,Hyderabad,No,578389
11162,Hyundai,Grand i10,2014,Diesel,Manual,First,35302,1497,27.8,7,Ahmedabad,Yes,823472
11163,Mahindra,XUV700,2024,Petrol,Automatic,First,26863,1997,25.5,7,Jaipur,No,1376501
11164,Maruti,Baleno,2019,Petrol,Manual,First,167068,1498,24.4,4,Jaipur,Yes,860081
11165,Maruti,Baleno,2022,CNG,Automatic,First,160928,1497,20.9,7,Chandigarh,Yes,1002581
11166,Maruti,WagonR,2015,Diesel,Manual,First,47409,1498,17.9,5,Chandigarh,No,907795
11167,Honda,City,2014,Petrol,Manual,Second,204311,1997,26.1,7,Bengaluru,Yes,707652
11168,Tata,Harrier,2024,Petrol,Manual,First,174264,796,15.5,4,Ahmedabad,Yes,1078928
11169,Toyota,Urban Cruiser,2020,Petrol,Manual,Third,12087,998,18.7,5,Lucknow,Yes,937217
11170,Mahindra,Bolero,2020,Petrol,Manual,First,174949,1248,14.0,5,Hyderabad,No,827882
11171,Honda,City,2023,Electric,Manual,First,190789,2184,26.7,5,Mumbai,No,1195895
11172,Mahindra,XUV300,2010,Petrol,Manual,Second,112940,1197,20.9,5,Hyderabad,No,511956
11173,Tata,Nexon,2022,Diesel,Automatic,Second,6054,2184,16.5,7,Pune,Yes,1201957
11174,Maruti,Swift,2010,Diesel,Automatic,Second,46509,998,16.2,7,Jaipur,Yes,551594
11175,Honda,Amaze,2017,Petrol,Manual,First,212391,1997,16.2,4,Pune,Yes,725896
11176,Tata,Harrier,2014,Petrol,Automatic,First,37005,796,24.4,4,Lucknow,No,652804
11177,Tata,Altroz,2016,Diesel,Automatic,Second,82855,1497,22.7,5,Jaipur,No,904508
11178,Honda,Jazz,2025,Petrol,Manual,First,191791,1197,12.6,5,Ahmedabad,Yes,1102722
11179,Honda,WR-V,2025,Petrol,Automatic,First,121209,1197,20.6,7,Ludhiana,Yes,1160386
11180,Maruti,WagonR,2013,Petrol,Manual,First,180942,1498,23.8,7,Jaipur,Yes,494156
11181,Toyota,Fortuner,2010,Petrol,Automatic,First,84228,998,20.3,4,Hyderabad,No,467889
11182,Tata,Harrier,2011,Petrol,Manual,First,126132,998,20.5,7,Hyderabad,Yes,586560
11183,Toyota,Glanza,2019,Petrol,Automatic,First,234367,1997,26.4,4,Delhi,Yes,800789
11184,Kia,Carens,2015,Petrol,Automatic,First,126920,1997,19.3,4,Ahmedabad,Yes,791078
11185,Toyota,Innova,2010,Petrol,Manual,First,59212,1197,15.8,4,Ludhiana,Yes,537855
11186,Honda,Amaze,2021,Petrol,Manual,First,173268,1497,12.8,5,Ludhiana,No,955194
11187,Mahindra,XUV700,2017,Petrol,Automatic,First,142784,796,24.0,7,Hyderabad,No,623862
11188,Toyota,Glanza,2010,CNG,Manual,First,186748,1197,17.4,5,Delhi,Yes,378115
11189,Toyota,Urban Cruiser,2017,Petrol,Automatic,Second,205163,1497,19.0,7,Mumbai,Yes,703472
11190,Hyundai,Grand i10,2025,Petrol,Manual,First,245633,796,24.3,7,Bengaluru,Yes,994098
11191,Toyota,Innova,2018,Electric,Manual,First,6330,1497,20.4,5,Bengaluru,Yes,948971
11192,Hyundai,i20,2023,Petrol,Manual,First,167004,1197,23.0,5,Ahmedabad,Yes,927555
11193,Mahindra,Bolero,2017,Petrol,Manual,Second,154809,998,23.0,7,Pune,No,767752
11194,Maruti,Swift,2016,Petrol,Automatic,First,120688,1497,12.8,5,Lucknow,Yes,708750
11195,Hyundai,i20,2024,Electric,Automatic,Second,46734,1197,17.5,7,Ludhiana,No,1108455
11196,Mahindra,Scorpio,2015,Diesel,Manual,First,135428,1248,17.4,4,Delhi,Yes,652069
11197,Renault,Triber,2018,Petrol,Manual,Second,144783,1498,16.1,4,Lucknow,No,868410
11198,Kia,Sonet,2018,Diesel,Manual,First,34492,2184,24.5,4,Hyderabad,No,1128250
11199,Kia,Seltos,2024,Petrol,Manual,Second,161297,1248,14.4,5,Mumbai,No,1094150
11200,Tata,Harrier,2015,Diesel,Automatic,First,219617,796,24.2,5,Jaipur,No,550077
11201,Honda,Jazz,2012,Diesel,Automatic,First,160630,1248,22.4,5,Jaipur,Yes,433241
11202,Mahindra,XUV700,2011,Petrol,Automatic,First,158219,796,22.3,4,Ahmedabad,Yes,521611
11203,Renault,Triber,2023,Petrol,Manual,First,208336,1248,25.9,7,Lucknow,Yes,883676
11204,Toyota,Fortuner,2014,Diesel,Manual,Third,148310,1248,25.0,7,Ludhiana,Yes,705919
11205,Toyota,Glanza,2020,Petrol,Automatic,First,64565,1997,19.9,4,Jaipur,No,1114914
11206,Mahindra,Scorpio,2013,CNG,Automatic,Third,200747,998,14.2,5,Delhi,No,472104
11207,Mahindra,Scorpio,2022,Diesel,Automatic,Second,135650,1197,23.0,7,Lucknow,No,976374
11208,Renault,Kwid,2016,Petrol,Manual,Second,236865,998,26.1,5,Delhi,Yes,521539
11209,Maruti,Brezza,2020,Petrol,Automatic,First,161921,796,18.3,7,Jaipur,No,749289
11210,Hyundai,Creta,2022,Petrol,Manual,First,100995,1498,18.3,4,Lucknow,No,1000181
11211,Kia,Sonet,2015,Diesel,Manual,First,115439,1197,19.4,5,Lucknow,Yes,804635
11212,Hyundai,Grand i10,2019,Diesel,Automatic,Second,10710,1197,27.9,4,Delhi,Yes,947129
11213,Hyundai,i20,2022,Petrol,Manual,First,67679,1197,21.6,7,Mumbai,Yes,1045479
11214,Honda,WR-V,2016,Petrol,Automatic,First,48956,796,26.3,4,Pune,No,762215
11215,Toyota,Glanza,2022,Petrol,Manual,First,178984,1197,18.7,4,Mumbai,No,916870
11216,Renault,Kwid,2011,Petrol,Automatic,Second,44365,1997,16.3,7,Ahmedabad,Yes,664911
11217,Honda,City,2025,Petrol,Manual,First,243296,1197,27.7,5,Chandigarh,Yes,958596
11218,Mahindra,Thar,2013,Petrol,Automatic,First,204079,1498,27.5,4,Chandigarh,No,639758
11219,Maruti,Brezza,2013,Diesel,Automatic,First,22505,1497,26.2,4,Chandigarh,Yes,680513
11220,Hyundai,i20,2012,Diesel,Manual,First,48921,2184,25.5,4,Mumbai,Yes,760277
11221,Honda,City,2010,Diesel,Manual,Third,48757,1498,24.4,7,Chandigarh,No,513963
11222,Toyota,Innova,2010,Petrol,Manual,First,137979,2184,25.1,4,Jaipur,Yes,606769
11223,Renault,Kiger,2019,Petrol,Automatic,Second,139722,998,27.0,7,Pune,Yes,869154
11224,Toyota,Glanza,2011,Diesel,Manual,First,155358,2184,14.5,4,Lucknow,No,562623
11225,Kia,Carens,2015,Petrol,Manual,First,200097,1197,23.9,5,Delhi,No,524986
11226,Maruti,Swift,2022,Diesel,Manual,First,227841,1498,16.5,4,Chandigarh,Yes,826822
11227,Mahindra,XUV700,2019,Diesel,Manual,First,54771,1498,17.7,4,Lucknow,Yes,1054513
11228,Hyundai,i20,2024,Petrol,Automatic,First,83539,1997,19.2,5,Ludhiana,No,1223102
11229,Tata,Altroz,2019,Petrol,Automatic,Second,132600,1498,21.6,7,Pune,Yes,812840
11230,Tata,Harrier,2024,Petrol,Manual,First,128222,796,19.1,4,Delhi,Yes,974563
11231,Toyota,Innova,2016,Petrol,Manual,First,51787,1997,18.7,5,Mumbai,No,978222
11232,Tata,Harrier,2024,Petrol,Manual,First,24725,1197,24.4,7,Mumbai,No,1275790
11233,Tata,Harrier,2022,Petrol,Automatic,First,141182,1997,16.6,7,Ludhiana,Yes,1036257
11234,Kia,Seltos,2012,Petrol,Manual,First,196042,1248,22.5,7,Ludhiana,No,549836
11235,Mahindra,XUV700,2023,Petrol,Automatic,Second,62511,998,12.5,7,Jaipur,No,1178949
11236,Renault,Triber,2020,CNG,Automatic,Second,246787,1997,19.0,7,Pune,No,944115
11237,Renault,Kwid,2021,Diesel,Automatic,First,153365,1248,24.6,5,Hyderabad,No,941132
11238,Honda,City,2018,Petrol,Automatic,First,110543,1248,21.6,4,Lucknow,No,823956
11239,Tata,Nexon,2014,Petrol,Manual,Second,183559,2184,20.6,5,Hyderabad,No,790432
11240,Kia,Sonet,2023,Petrol,Manual,First,148857,796,20.1,5,Pune,No,1005219
11241,Honda,WR-V,2017,Diesel,Manual,Second,226718,796,23.7,5,Jaipur,No,561850
11242,Mahindra,Scorpio,2016,Diesel,Manual,Third,168970,1997,19.9,7,Lucknow,No,849748
11243,Tata,Altroz,2012,Diesel,Automatic,First,209231,796,25.7,4,Mumbai,No,392190
11244,Toyota,Fortuner,2016,Petrol,Automatic,First,175215,1997,13.5,7,Ludhiana,Yes,875564
11245,Honda,City,2024,CNG,Manual,First,32916,1248,20.0,4,Ludhiana,Yes,1175888
11246,Mahindra,Thar,2011,Petrol,Automatic,First,175383,1997,19.0,5,Lucknow,No,552771
11247,Toyota,Innova,2020,CNG,Automatic,First,207118,1997,16.6,4,Lucknow,Yes,932938
11248,Honda,Jazz,2024,Diesel,Automatic,First,118154,796,15.3,5,Jaipur,No,994975
11249,Kia,Sonet,2021,Petrol,Manual,First,69447,1997,26.1,5,Pune,No,1182910
11250,Renault,Kiger,2011,Petrol,Automatic,Second,194880,1498,18.8,5,Delhi,Yes,457791
11251,Kia,Carens,2025,Diesel,Automatic,Second,152540,1248,19.8,7,Ahmedabad,Yes,1064984
11252,Maruti,Brezza,2012,Petrol,Automatic,First,145391,1497,17.7,7,Ludhiana,No,623956
11253,Hyundai,Venue,2014,Diesel,Automatic,Second,229393,998,24.1,5,Bengaluru,No,429376
11254,Maruti,Dzire,2012,Diesel,Automatic,First,182461,998,26.6,7,Ludhiana,No,375178
11255,Mahindra,XUV300,2018,Petrol,Automatic,First,249458,998,26.8,5,Delhi,Yes,602766
11256,Renault,Kiger,2025,Petrol,Manual,First,213743,998,22.3,4,Mumbai,No,925805
11257,Toyota,Glanza,2016,Petrol,Manual,First,242378,1498,12.0,5,Ludhiana,No,585484
11258,Maruti,Swift,2024,CNG,Manual,Second,9467,1248,22.9,5,Jaipur,No,1190894
11259,Maruti,Baleno,2012,Electric,Automatic,First,177501,1997,21.6,5,Hyderabad,Yes,527546
11260,Toyota,Innova,2017,Petrol,Manual,Second,102005,1248,14.7,4,Lucknow,Yes,785488
11261,Renault,Triber,2016,Petrol,Automatic,First,146038,2184,26.0,4,Delhi,Yes,912169
11262,Toyota,Glanza,2023,CNG,Manual,First,70867,1997,15.5,7,Delhi,No,1156055
11263,Maruti,Baleno,2025,Petrol,Manual,Second,6821,1498,16.5,5,Chandigarh,No,1255106
11264,Kia,Sonet,2022,Petrol,Manual,First,137783,1248,18.7,4,Chandigarh,No,976548
11265,Tata,Punch,2016,Diesel,Manual,First,84860,1248,17.1,7,Bengaluru,No,804344
11266,Hyundai,i20,2025,Petrol,Manual,First,144824,1197,18.3,7,Lucknow,No,1223825
11267,Honda,Jazz,2015,Petrol,Automatic,First,32791,1497,24.9,4,Pune,No,790964
11268,Honda,Amaze,2016,Petrol,Manual,First,19533,1497,17.8,5,Chandigarh,Yes,997845
11269,Maruti,Brezza,2023,CNG,Manual,First,52000,2184,15.5,7,Mumbai,Yes,1285485
11270,Renault,Kwid,2020,Diesel,Automatic,First,231982,1197,26.9,7,Bengaluru,No,762868
11271,Toyota,Innova,2021,Petrol,Automatic,Second,6604,796,12.7,5,Chandigarh,No,1074178
11272,Toyota,Urban Cruiser,2019,Petrol,Manual,First,184021,1498,17.9,5,Jaipur,No,940709
11273,Tata,Altroz,2018,Petrol,Manual,First,163934,1197,27.9,4,Ahmedabad,Yes,798677
11274,Mahindra,Scorpio,2025,Electric,Manual,First,59534,1997,21.4,5,Bengaluru,Yes,1236338
11275,Toyota,Urban Cruiser,2022,Petrol,Manual,Second,211535,1498,25.0,4,Delhi,No,936271
11276,Renault,Triber,2010,Diesel,Manual,First,53449,998,15.4,4,Mumbai,Yes,445601
11277,Renault,Kiger,2022,Petrol,Automatic,Second,149325,2184,14.1,7,Chandigarh,No,1201427
11278,Tata,Punch,2021,Diesel,Manual,First,124747,1248,12.5,4,Jaipur,Yes,1056160
11279,Kia,Carens,2014,Petrol,Automatic,First,227108,1997,15.3,4,Chandigarh,Yes,674077
11280,Tata,Punch,2012,Diesel,Manual,First,161110,1498,15.7,7,Chandigarh,Yes,485406
